disease IDs	disease ID labels	list of diseases	active ingredients in therapy	drug ID	drug ID Label	drug|disease	inferred_from_mondo
UNII:GN465U8B72|MONDO:0006526	allergic urticaria	Nemolizumab	UNII:GN465U8B72	MONDO:0006526	NEMOLIZUMAB 	atopic eczema	True
UNII:GN465U8B72|MONDO:0019013	non-histaminic angioedema	Nemolizumab	UNII:GN465U8B72	MONDO:0019013	NEMOLIZUMAB 	atopic eczema-->allergic urticaria	True
CHEBI:5818|MONDO:0001290	allergic cutaneous vasculitis	Hydroxyzine	CHEBI:5818	MONDO:0001290	{'HYDROXYZINE'}	atopic eczema	True
CHEBI:5818|MONDO:0006525	allergic contact dermatitis	Hydroxyzine	CHEBI:5818	MONDO:0006525	{'HYDROXYZINE'}	atopic eczema	True
CHEBI:5818|MONDO:0002138	allergic contact dermatitis of eyelid	Hydroxyzine	CHEBI:5818	MONDO:0002138	{'HYDROXYZINE'}	atopic eczema-->allergic contact dermatitis	True
CHEBI:5818|MONDO:0006596	photoallergic dermatitis	Hydroxyzine	CHEBI:5818	MONDO:0006596	{'HYDROXYZINE'}	atopic eczema-->allergic contact dermatitis	True
CHEBI:5818|MONDO:0006616	toxicodendron dermatitis	Hydroxyzine	CHEBI:5818	MONDO:0006616	{'HYDROXYZINE'}	atopic eczema-->allergic contact dermatitis	True
CHEBI:5818|MONDO:0022323	2-hydroxyethyl methacrylate sensitization	Hydroxyzine	CHEBI:5818	MONDO:0022323	{'HYDROXYZINE'}	atopic eczema-->allergic contact dermatitis	True
CHEBI:5818|MONDO:0006526	allergic urticaria	Hydroxyzine	CHEBI:5818	MONDO:0006526	{'HYDROXYZINE'}	atopic eczema	True
CHEBI:5818|MONDO:0019013	non-histaminic angioedema	Hydroxyzine	CHEBI:5818	MONDO:0019013	{'HYDROXYZINE'}	atopic eczema-->allergic urticaria	True
CHEBI:3759|MONDO:0018054	familial atrial fibrillation	Plavix	CHEBI:3759	MONDO:0018054	CLOPIDOGREL	atrial fibrillation	True
CHEBI:3759|MONDO:0011857	atrial fibrillation, familial, 3	Plavix	CHEBI:3759	MONDO:0011857	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0012066	atrial fibrillation, familial, 1	Plavix	CHEBI:3759	MONDO:0012066	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0012167	atrial fibrillation, familial, 2	Plavix	CHEBI:3759	MONDO:0012167	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0012677	atrial fibrillation, familial, 4	Plavix	CHEBI:3759	MONDO:0012677	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0012678	atrial fibrillation, familial, 5	Plavix	CHEBI:3759	MONDO:0012678	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0012816	atrial fibrillation, familial, 6	Plavix	CHEBI:3759	MONDO:0012816	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0012828	atrial fibrillation, familial, 7	Plavix	CHEBI:3759	MONDO:0012828	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0013100	atrial fibrillation, familial, 8	Plavix	CHEBI:3759	MONDO:0013100	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0013513	atrial fibrillation, familial, 9	Plavix	CHEBI:3759	MONDO:0013513	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0013530	atrial fibrillation, familial, 10	Plavix	CHEBI:3759	MONDO:0013530	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0013544	atrial fibrillation, familial, 11	Plavix	CHEBI:3759	MONDO:0013544	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0013545	atrial fibrillation, familial, 12	Plavix	CHEBI:3759	MONDO:0013545	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0014155	atrial fibrillation, familial, 13	Plavix	CHEBI:3759	MONDO:0014155	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0014156	atrial fibrillation, familial, 14	Plavix	CHEBI:3759	MONDO:0014156	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0014340	atrial fibrillation, familial, 15	Plavix	CHEBI:3759	MONDO:0014340	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0015001	atrial fibrillation, familial, 18	Plavix	CHEBI:3759	MONDO:0015001	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0800345	atrial fibrillation, familial, 17	Plavix	CHEBI:3759	MONDO:0800345	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:3759|MONDO:0800349	atrial fibrillation, familial, 16	Plavix	CHEBI:3759	MONDO:0800349	CLOPIDOGREL	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0018054	familial atrial fibrillation	sotalol hydrochloride	CHEBI:9207	MONDO:0018054	{'SOTALOL'}	atrial fibrillation	True
CHEBI:9207|MONDO:0011857	atrial fibrillation, familial, 3	sotalol hydrochloride	CHEBI:9207	MONDO:0011857	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0012066	atrial fibrillation, familial, 1	sotalol hydrochloride	CHEBI:9207	MONDO:0012066	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0012167	atrial fibrillation, familial, 2	sotalol hydrochloride	CHEBI:9207	MONDO:0012167	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0012677	atrial fibrillation, familial, 4	sotalol hydrochloride	CHEBI:9207	MONDO:0012677	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0012678	atrial fibrillation, familial, 5	sotalol hydrochloride	CHEBI:9207	MONDO:0012678	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0012816	atrial fibrillation, familial, 6	sotalol hydrochloride	CHEBI:9207	MONDO:0012816	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0012828	atrial fibrillation, familial, 7	sotalol hydrochloride	CHEBI:9207	MONDO:0012828	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0013100	atrial fibrillation, familial, 8	sotalol hydrochloride	CHEBI:9207	MONDO:0013100	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0013513	atrial fibrillation, familial, 9	sotalol hydrochloride	CHEBI:9207	MONDO:0013513	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0013530	atrial fibrillation, familial, 10	sotalol hydrochloride	CHEBI:9207	MONDO:0013530	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0013544	atrial fibrillation, familial, 11	sotalol hydrochloride	CHEBI:9207	MONDO:0013544	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0013545	atrial fibrillation, familial, 12	sotalol hydrochloride	CHEBI:9207	MONDO:0013545	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0014155	atrial fibrillation, familial, 13	sotalol hydrochloride	CHEBI:9207	MONDO:0014155	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0014156	atrial fibrillation, familial, 14	sotalol hydrochloride	CHEBI:9207	MONDO:0014156	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0014340	atrial fibrillation, familial, 15	sotalol hydrochloride	CHEBI:9207	MONDO:0014340	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0015001	atrial fibrillation, familial, 18	sotalol hydrochloride	CHEBI:9207	MONDO:0015001	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0800345	atrial fibrillation, familial, 17	sotalol hydrochloride	CHEBI:9207	MONDO:0800345	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0800349	atrial fibrillation, familial, 16	sotalol hydrochloride	CHEBI:9207	MONDO:0800349	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0018054	familial atrial fibrillation	sotalol hydrochloride	CHEBI:9207	MONDO:0018054	{'SOTALOL'}	atrial fibrillation	True
CHEBI:9207|MONDO:0011857	atrial fibrillation, familial, 3	sotalol hydrochloride	CHEBI:9207	MONDO:0011857	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0012066	atrial fibrillation, familial, 1	sotalol hydrochloride	CHEBI:9207	MONDO:0012066	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0012167	atrial fibrillation, familial, 2	sotalol hydrochloride	CHEBI:9207	MONDO:0012167	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0012677	atrial fibrillation, familial, 4	sotalol hydrochloride	CHEBI:9207	MONDO:0012677	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0012678	atrial fibrillation, familial, 5	sotalol hydrochloride	CHEBI:9207	MONDO:0012678	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0012816	atrial fibrillation, familial, 6	sotalol hydrochloride	CHEBI:9207	MONDO:0012816	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0012828	atrial fibrillation, familial, 7	sotalol hydrochloride	CHEBI:9207	MONDO:0012828	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0013100	atrial fibrillation, familial, 8	sotalol hydrochloride	CHEBI:9207	MONDO:0013100	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0013513	atrial fibrillation, familial, 9	sotalol hydrochloride	CHEBI:9207	MONDO:0013513	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0013530	atrial fibrillation, familial, 10	sotalol hydrochloride	CHEBI:9207	MONDO:0013530	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0013544	atrial fibrillation, familial, 11	sotalol hydrochloride	CHEBI:9207	MONDO:0013544	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0013545	atrial fibrillation, familial, 12	sotalol hydrochloride	CHEBI:9207	MONDO:0013545	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0014155	atrial fibrillation, familial, 13	sotalol hydrochloride	CHEBI:9207	MONDO:0014155	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0014156	atrial fibrillation, familial, 14	sotalol hydrochloride	CHEBI:9207	MONDO:0014156	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0014340	atrial fibrillation, familial, 15	sotalol hydrochloride	CHEBI:9207	MONDO:0014340	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0015001	atrial fibrillation, familial, 18	sotalol hydrochloride	CHEBI:9207	MONDO:0015001	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0800345	atrial fibrillation, familial, 17	sotalol hydrochloride	CHEBI:9207	MONDO:0800345	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:9207|MONDO:0800349	atrial fibrillation, familial, 16	sotalol hydrochloride	CHEBI:9207	MONDO:0800349	{'SOTALOL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0018054	familial atrial fibrillation	Verapamil	CHEBI:77733	MONDO:0018054	{'VERAPAMIL'}	atrial fibrillation	True
CHEBI:77733|MONDO:0011857	atrial fibrillation, familial, 3	Verapamil	CHEBI:77733	MONDO:0011857	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0012066	atrial fibrillation, familial, 1	Verapamil	CHEBI:77733	MONDO:0012066	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0012167	atrial fibrillation, familial, 2	Verapamil	CHEBI:77733	MONDO:0012167	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0012677	atrial fibrillation, familial, 4	Verapamil	CHEBI:77733	MONDO:0012677	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0012678	atrial fibrillation, familial, 5	Verapamil	CHEBI:77733	MONDO:0012678	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0012816	atrial fibrillation, familial, 6	Verapamil	CHEBI:77733	MONDO:0012816	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0012828	atrial fibrillation, familial, 7	Verapamil	CHEBI:77733	MONDO:0012828	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0013100	atrial fibrillation, familial, 8	Verapamil	CHEBI:77733	MONDO:0013100	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0013513	atrial fibrillation, familial, 9	Verapamil	CHEBI:77733	MONDO:0013513	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0013530	atrial fibrillation, familial, 10	Verapamil	CHEBI:77733	MONDO:0013530	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0013544	atrial fibrillation, familial, 11	Verapamil	CHEBI:77733	MONDO:0013544	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0013545	atrial fibrillation, familial, 12	Verapamil	CHEBI:77733	MONDO:0013545	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0014155	atrial fibrillation, familial, 13	Verapamil	CHEBI:77733	MONDO:0014155	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0014156	atrial fibrillation, familial, 14	Verapamil	CHEBI:77733	MONDO:0014156	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0014340	atrial fibrillation, familial, 15	Verapamil	CHEBI:77733	MONDO:0014340	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0015001	atrial fibrillation, familial, 18	Verapamil	CHEBI:77733	MONDO:0015001	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0800345	atrial fibrillation, familial, 17	Verapamil	CHEBI:77733	MONDO:0800345	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:77733|MONDO:0800349	atrial fibrillation, familial, 16	Verapamil	CHEBI:77733	MONDO:0800349	{'VERAPAMIL'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0018054	familial atrial fibrillation	Quinine	CHEBI:15854	MONDO:0018054	{'QUINIDINE'}	atrial fibrillation	True
CHEBI:15854|MONDO:0011857	atrial fibrillation, familial, 3	Quinine	CHEBI:15854	MONDO:0011857	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0012066	atrial fibrillation, familial, 1	Quinine	CHEBI:15854	MONDO:0012066	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0012167	atrial fibrillation, familial, 2	Quinine	CHEBI:15854	MONDO:0012167	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0012677	atrial fibrillation, familial, 4	Quinine	CHEBI:15854	MONDO:0012677	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0012678	atrial fibrillation, familial, 5	Quinine	CHEBI:15854	MONDO:0012678	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0012816	atrial fibrillation, familial, 6	Quinine	CHEBI:15854	MONDO:0012816	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0012828	atrial fibrillation, familial, 7	Quinine	CHEBI:15854	MONDO:0012828	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0013100	atrial fibrillation, familial, 8	Quinine	CHEBI:15854	MONDO:0013100	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0013513	atrial fibrillation, familial, 9	Quinine	CHEBI:15854	MONDO:0013513	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0013530	atrial fibrillation, familial, 10	Quinine	CHEBI:15854	MONDO:0013530	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0013544	atrial fibrillation, familial, 11	Quinine	CHEBI:15854	MONDO:0013544	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0013545	atrial fibrillation, familial, 12	Quinine	CHEBI:15854	MONDO:0013545	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0014155	atrial fibrillation, familial, 13	Quinine	CHEBI:15854	MONDO:0014155	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0014156	atrial fibrillation, familial, 14	Quinine	CHEBI:15854	MONDO:0014156	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0014340	atrial fibrillation, familial, 15	Quinine	CHEBI:15854	MONDO:0014340	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0015001	atrial fibrillation, familial, 18	Quinine	CHEBI:15854	MONDO:0015001	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0800345	atrial fibrillation, familial, 17	Quinine	CHEBI:15854	MONDO:0800345	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:15854|MONDO:0800349	atrial fibrillation, familial, 16	Quinine	CHEBI:15854	MONDO:0800349	{'QUINIDINE'}	atrial fibrillation-->familial atrial fibrillation	True
CHEBI:70746|MONDO:0005490	large artery stroke	Dabigatran etexilate	CHEBI:70746	MONDO:0005490	DABIGATRAN ETEXILATE	stroke disorder	True
CHEBI:70746|MONDO:0018585	pediatric arterial ischemic stroke	Dabigatran etexilate	CHEBI:70746	MONDO:0018585	DABIGATRAN ETEXILATE	stroke disorder	True
CHEBI:70746|MONDO:0020688	spinal cord ischemia	Dabigatran etexilate	CHEBI:70746	MONDO:0020688	DABIGATRAN ETEXILATE	stroke disorder	True
CHEBI:70746|MONDO:0021896	anterior spinal artery stroke	Dabigatran etexilate	CHEBI:70746	MONDO:0021896	DABIGATRAN ETEXILATE	stroke disorder-->spinal cord ischemia	True
CHEBI:4317|MONDO:0005490	large artery stroke	dantrolene	CHEBI:4317	MONDO:0005490	{'DANTROLENE'}	stroke disorder	True
CHEBI:4317|MONDO:0018585	pediatric arterial ischemic stroke	dantrolene	CHEBI:4317	MONDO:0018585	{'DANTROLENE'}	stroke disorder	True
CHEBI:4317|MONDO:0020688	spinal cord ischemia	dantrolene	CHEBI:4317	MONDO:0020688	{'DANTROLENE'}	stroke disorder	True
CHEBI:4317|MONDO:0021896	anterior spinal artery stroke	dantrolene	CHEBI:4317	MONDO:0021896	{'DANTROLENE'}	stroke disorder-->spinal cord ischemia	True
CHEBI:4975|MONDO:0005533	distal colitis	Famotidine	CHEBI:4975	MONDO:0005533	{'FAMOTIDINE'}	ulcerative colitis	True
CHEBI:4975|MONDO:0005536	pancolitis	Famotidine	CHEBI:4975	MONDO:0005536	{'FAMOTIDINE'}	ulcerative colitis	True
UNII:FYS6T7F842|MONDO:0005533	distal colitis	Adalimumab	UNII:FYS6T7F842	MONDO:0005533	ADALIMUMAB	ulcerative colitis	True
UNII:FYS6T7F842|MONDO:0005536	pancolitis	Adalimumab	UNII:FYS6T7F842	MONDO:0005536	ADALIMUMAB	ulcerative colitis	True
UNII:FYS6T7F842|MONDO:0005533	distal colitis	Adalimumab	UNII:FYS6T7F842	MONDO:0005533	ADALIMUMAB	ulcerative colitis	True
UNII:FYS6T7F842|MONDO:0005536	pancolitis	Adalimumab	UNII:FYS6T7F842	MONDO:0005536	ADALIMUMAB	ulcerative colitis	True
UNII:OYK17DYO9M|MONDO:0005533	distal colitis	AJM300	UNII:OYK17DYO9M	MONDO:0005533	CAROTEGRAST METHYL	ulcerative colitis	True
UNII:OYK17DYO9M|MONDO:0005536	pancolitis	AJM300	UNII:OYK17DYO9M	MONDO:0005536	CAROTEGRAST METHYL	ulcerative colitis	True
UNII:B72HH48FLU|MONDO:0005533	distal colitis	Infliximab	UNII:B72HH48FLU	MONDO:0005533	INFLIXIMAB	ulcerative colitis	True
UNII:B72HH48FLU|MONDO:0005536	pancolitis	Infliximab	UNII:B72HH48FLU	MONDO:0005536	INFLIXIMAB	ulcerative colitis	True
CHEBI:3207|MONDO:0005533	distal colitis	Budesonide	CHEBI:3207	MONDO:0005533	BUDESONIDE	ulcerative colitis	True
CHEBI:3207|MONDO:0005536	pancolitis	Budesonide	CHEBI:3207	MONDO:0005536	BUDESONIDE	ulcerative colitis	True
CHEBI:133011|MONDO:0005972	streptococcal pneumonia	oxytetracycline	CHEBI:133011	MONDO:0005972	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pneumococcal infection	True
CHEBI:133011|MONDO:0006913	pneumococcal meningitis	oxytetracycline	CHEBI:133011	MONDO:0006913	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pneumococcal infection	True
CHEBI:133011|MONDO:8000003	streptococcus pneumoniae discitis	oxytetracycline	CHEBI:133011	MONDO:8000003	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pneumococcal infection	True
CHEBI:133011|MONDO:0005972	streptococcal pneumonia	oxytetracycline	CHEBI:133011	MONDO:0005972	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pneumococcal infection	True
CHEBI:133011|MONDO:0006913	pneumococcal meningitis	oxytetracycline	CHEBI:133011	MONDO:0006913	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pneumococcal infection	True
CHEBI:133011|MONDO:8000003	streptococcus pneumoniae discitis	oxytetracycline	CHEBI:133011	MONDO:8000003	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pneumococcal infection	True
CHEBI:133011|MONDO:0005972	streptococcal pneumonia	oxytetracycline	CHEBI:133011	MONDO:0005972	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pneumococcal infection	True
CHEBI:133011|MONDO:0006913	pneumococcal meningitis	oxytetracycline	CHEBI:133011	MONDO:0006913	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pneumococcal infection	True
CHEBI:133011|MONDO:8000003	streptococcus pneumoniae discitis	oxytetracycline	CHEBI:133011	MONDO:8000003	{'HYDROCORTISONE', 'OXYTETRACYCLINE'}	pneumococcal infection	True
CHEBI:27470|MONDO:0800124	Lane Hamilton syndrome	Folic acid	CHEBI:27470	MONDO:0800124	{'FOLIC ACID'}	celiac disease	True
CHEBI:140376|MONDO:0040732	Pseudomonas aeruginosa infectious disease	Cefiderocol	CHEBI:140376	MONDO:0040732	CEFIDEROCOL TOSILATE SULFATE HYDRATE	Pseudomonas infection	True
CHEBI:140376|MONDO:0005142	Pseudomonas aeruginosa CF5 infection	Cefiderocol	CHEBI:140376	MONDO:0005142	CEFIDEROCOL TOSILATE SULFATE HYDRATE	Pseudomonas infection-->Pseudomonas aeruginosa infectious disease	True
CHEBI:140376|MONDO:0005143	Pseudomonas aeruginosa PA14 infection	Cefiderocol	CHEBI:140376	MONDO:0005143	CEFIDEROCOL TOSILATE SULFATE HYDRATE	Pseudomonas infection-->Pseudomonas aeruginosa infectious disease	True
CHEBI:140376|MONDO:0037398	pneumonia caused by pseudomonas aeruginosa infe...	Cefiderocol	CHEBI:140376	MONDO:0037398	CEFIDEROCOL TOSILATE SULFATE HYDRATE	Pseudomonas infection-->Pseudomonas aeruginosa infectious disease	True
