drug|disease	disease ID labels	drug ID Label	drug ID	disease IDs	active ingredients in therapy	list of diseases
MONDO:0011429|UNII:FYS6T7F842	juvenile idiopathic arthritis	Adalimumab	UNII:FYS6T7F842	MONDO:0011429	['ADALIMUMAB', 'ISOPROPYL ALCOHOL, ADALIMUMAB']	['JUVENILE IDIOPATHIC ARTHRITIS', 'JUVENILE IDIOPATHIC ARTHRITIS (JIA)']
MONDO:0011429|UNII:I031V2H011	juvenile idiopathic arthritis	Tocilizumab	UNII:I031V2H011	MONDO:0011429	['TOCILIZUMAB', 'TOCILIZUMAB\n']	['ACTIVE JUVENILE IDIOPATHIC ARTHRITIS', 'JUVENILE IDIOPATHIC POLYARTHRITIS', 'JUVENILE IDIOPATHIC POLYARTHRITIS (PJIA)', 'SYSTEMIC JUVENILE IDIOPATHIC ARTHRITIS (SJIA)']
MONDO:0011438|CHEBI:136050	acne	Ozenoxacin	CHEBI:136050	MONDO:0011438	['OZENOXACIN']	['ACNE']
MONDO:0011438|CHEBI:15367	acne	Tretinoin	CHEBI:15367	MONDO:0011438	['TRETINOIN', 'TRETINOIN, CLINDAMYCIN']	['ACNE VULGARIS']
MONDO:0011438|CHEBI:16469	acne	Estradiol	CHEBI:16469	MONDO:0011438	['NOMEGESTROL ACETATE, ESTRADIOL', 'NOMEGESTROL, ESTRADIOL']	['ACNE']
MONDO:0011438|CHEBI:25187	acne	Menthol	CHEBI:25187	MONDO:0011438	['MENTHOL, UNSPECIFIED FORM, TRETINOIN, ZINC OXIDE']	['ACNE VULGARIS']
MONDO:0011438|CHEBI:27902	acne	Tetracycline	CHEBI:27902	MONDO:0011438	['TETRACYCLINE']	['IN SEVERE ACNE', 'SEVERE ACNE', 'SEVERE ACNE (ADJUNCTIVE THERAPY)', 'SEVERE ACNE (ADJUNCTIVE)']
MONDO:0011438|CHEBI:2955	acne	Azithromycin	CHEBI:2955	MONDO:0011438	['AZITHROMYCIN ANHYDROUS']	['MILD TO MODERATE ACNE VULGARIS']
MONDO:0011438|CHEBI:31174	acne	Adapalene	CHEBI:31174	MONDO:0011438	['ADAPALENE']	['ACNE VULGARIS']
MONDO:0011438|CHEBI:31498	acne	Dimethicone	CHEBI:31498	MONDO:0011438	['ZINC OXIDE, CLINDAMYCIN, DIMETHICONE']	['ACNE VULGARIS']
MONDO:0011438|CHEBI:32184	acne	Tazarotene	CHEBI:32184	MONDO:0011438	['TAZAROTENE']	['ACNE VULGARIS', 'FACIAL ACNE VULGARIS']
MONDO:0011438|CHEBI:34730	acne	DOXYCYCLINE HYCLATE	CHEBI:34730	MONDO:0011438	['DOXYCYCLINE ANHYDROUS', 'DOXYCYCLINE ANHYDROUS, FOOD YELLOW 3 FREE ACID, TETRAIODOFLUORESCEIN', 'DOXYCYCLINE ANHYDROUS, TETRAIODOFLUORESCEIN']	['ACNE', 'ACNE (MODERATE TO SEVERE)', 'IN SEVERE ACNE', 'IN SEVERE ACNE (ADJUNCT)', 'SEVERE ACNE', 'SEVERE ACNE (ADJUNCT)', 'SEVERE ACNE (ADJUNCTIVE THERAPY)', 'SEVERE ACNE (ADJUNCTIVE)']
MONDO:0011438|CHEBI:3746	acne	clindamycin phosphate	CHEBI:3746	MONDO:0011438	['CLINDAMYCIN', 'CLINDAMYCIN PHOSPHATE HYDRATE/ BENZOYL PEROXIDE']	['ACNE VULGARIS', 'ACNE VULGARIS (MILD TO MODERATE SEVERITY)']
MONDO:0011438|CHEBI:4325	acne	Dapsone	CHEBI:4325	MONDO:0011438	['DAPSONE']	['ACNE VULGARIS']
MONDO:0011438|CHEBI:4392	acne	Demeclocycline	CHEBI:4392	MONDO:0011438	['DEMECLOCYCLINE']	['SEVERE ACNE']
MONDO:0011438|CHEBI:48131	acne	Azelaic acid	CHEBI:48131	MONDO:0011438	['AZELAIC ACID']	['ACNE VULGARIS', 'ACNE VULGARIS (INFLAMMATORY)']
MONDO:0011438|CHEBI:4846	acne	ERYTHROMYCIN ESTOLATE	CHEBI:4846	MONDO:0011438	['ERYTHROMYCIN']	['ACNE VULGARIS']
MONDO:0011438|CHEBI:4903	acne	Ethinylestradiol	CHEBI:4903	MONDO:0011438	['ETHINYL ESTRADIOL, DROSPIRENONE', 'ETHINYL ESTRADIOL, LEVOMEFOLIC ACID, DROSPIRENONE', 'NORGESTIMATE, ETHINYL ESTRADIOL']	['ACNE', 'ACNE VULGARIS']
MONDO:0011438|CHEBI:4911	acne	Etoposide	CHEBI:4911	MONDO:0011438	['ETOPOSIDE']	['ACNE']
MONDO:0011438|CHEBI:50694	acne	Minocycline	CHEBI:50694	MONDO:0011438	['FOOD YELLOW 3 FREE ACID, MINOCYCLINE, TETRAIODOFLUORESCEIN', 'MINOCYCLINE']	['ACNE VULGARIS', 'ACNE VULGARIS (INFLAMMATORY LESIONS', 'ACNE VULGARIS (INFLAMMATORY LESIONS OF NON-NODULAR MODERATE TO SEVERE)', 'ACNE VULGARIS (INFLAMMATORY LESIONS)', 'ACNE VULGARIS (MODERATE TO SEVERE)', 'INFLAMMATORY LESIONS OF NON-NODULAR MODERATE TO SEVERE ACNE VULGARIS', 'SEVERE ACNE', 'SEVERE ACNE (ADJUNCT)', 'SEVERE ACNE (ADJUNCTIVE)']
MONDO:0011438|CHEBI:50838	acne	Drospirenone	CHEBI:50838	MONDO:0011438	['ESTETROL, DROSPIRENONE']	['ACNE']
MONDO:0011438|CHEBI:5781	acne	HYDROCORTISONE SODIUM PHOSPHATE	CHEBI:5781	MONDO:0011438	['HYDROCORTISONE, TRETINOIN']	['ACNE']
MONDO:0011438|CHEBI:6067	acne	Isotretinoin	CHEBI:6067	MONDO:0011438	['ISOTRETINOIN']	['SEVERE RECALCITRANT NODULAR ACNE']
MONDO:0011438|CHEBI:6446	acne	levothyroxine sodium anhydrous	CHEBI:6446	MONDO:0011438	['DOXYCYCLINE ANHYDROUS, ANHYDROUS LACTOSE']	['SEVERE ACNE']
MONDO:0011438|CHEBI:82405	acne	Benzoyl peroxide	CHEBI:82405	MONDO:0011438	['BENZOYL PEROXIDE', 'BENZOYL PEROXIDE, ADAPALENE', 'CLINDAMYCIN, BENZOYL PEROXIDE', 'CLINDAMYCIN, BENZOYL PEROXIDE, ADAPALENE', 'DOXYCYCLINE ANHYDROUS, BENZOYL PEROXIDE', 'ERYTHROMYCIN, BENZOYL PEROXIDE', 'TRETINOIN, BENZOYL PEROXIDE']	['ACNE', 'ACNE VULGARIS', 'ACNE VULGARIS (INFLAMMATORY)', 'INFLAMMATORY ACNE VULGARIS', 'SEVERE ACNE']
MONDO:0011438|CHEBI:9241	acne	Spironolactone	CHEBI:9241	MONDO:0011438	['SPIRONOLACTONE']	['ACNE', 'ACNE (OFF-LABEL)', 'ACNE (SEVERE', 'SEVERE ACNE']
MONDO:0011438|CHEBI:9327	acne	SULFACETAMIDE SODIUM	CHEBI:9327	MONDO:0011438	['SULFACETAMIDE', 'SULFACETAMIDE, SULFUR', 'THIOSULFATE ION, SULFACETAMIDE, SULFUR']	['ACNE VULGARIS']
MONDO:0011438|MESH:D008110	acne	Liver Extracts	MESH:D008110	MONDO:0011438	['PORK LIVER']	['ACNE VULGARIS']
MONDO:0011438|PUBCHEM.COMPOUND:54681908	acne	Sarecycline	PUBCHEM.COMPOUND:54681908	MONDO:0011438	['SARECYCLINE']	['ACNE VULGARIS (MODERATE TO SEVERE)']
MONDO:0011438|RXCUI:1157355	acne	ethinyl estradiol / norethindrone Pill	RXCUI:1157355	MONDO:0011438	['ETHINYL ESTRADIOL, NORETHINDRONE']	['ACNE VULGARIS', 'MODERATE ACNE VULGARIS']
MONDO:0011438|RXCUI:829538	acne	adapalene / benzoyl peroxide Topical Gel	RXCUI:829538	MONDO:0011438	['ADAPALENE/BENZOYL PEROXIDE']	['ACNE VULGARIS']
MONDO:0011438|UNII:0J8RN2W0HK	acne	Trifarotene	UNII:0J8RN2W0HK	MONDO:0011438	['TRIFAROTENE']	['ACNE VULGARIS']
MONDO:0011438|UNII:XN7MM8XG2M	acne	Clascoterone	UNII:XN7MM8XG2M	MONDO:0011438	['CLASCOTERONE']	['ACNE VULGARIS']
MONDO:0011441|RXCUI:1164043	complex regional pain syndrome type 1	lidocaine / menthol / methyl salicylate Topical Product	RXCUI:1164043	MONDO:0011441	['LIDOCAINE, MENTHOL']	['COMPLEX REGIONAL PAINS', 'OTHER COMPLEX REGIONAL PAINS']
MONDO:0011497|DRUGBANK:DB13883	hereditary North American Indian childhood cirrhosis	Coral snake (micrurus fulvius) immune globulin antivenin (equine)	DRUGBANK:DB13883	MONDO:0011497	['CORAL SNAKE (MICRURUS FULVIUS) IMMUNE GLOBULIN ANTIVENIN (EQUINE)']	['NORTH AMERICAN CORAL SNAKE ENVENOMATION']
MONDO:0011514|CHEBI:15544	tricuspid atresia	Alprostadil	CHEBI:15544	MONDO:0011514	['ALPROSTADIL']	['TRICUSPID ATRESIA']
MONDO:0011628|CHEBI:71028	propionic acidemia	Carglumic acid	CHEBI:71028	MONDO:0011628	['CARGLUMIC ACID']	['ACUTE HYPERAMMONEMIA DUE TO PROPIONIC ACIDEMIA (PA)', 'PROPIONIC ACIDEMIA']
MONDO:0011644|CHEBI:16684	pars planitis	Atropine	CHEBI:16684	MONDO:0011644	['ATROPINE']	['TREATMENT OF CYCLITIS']
MONDO:0011655|UNII:52CMI0WC3Y	alveolar soft part sarcoma	Atezolizumab	UNII:52CMI0WC3Y	MONDO:0011655	['ATEZOLIZUMAB']	['ALVEOLAR SOFT PART SARCOMA (ASPS)']
MONDO:0011662|CHEBI:31934	pathological gambling	OMEPRAZOLE SODIUM	CHEBI:31934	MONDO:0011662	['ESOMEPRAZOLE', 'OMEPRAZOLE']	['PATHOLOGICAL HYPERSECRETORY CONDITIONS', 'PATHOLOGICAL HYPERSECRETORY CONDITIONS (EG']
MONDO:0011662|CHEBI:3699	pathological gambling	Cimetidine	CHEBI:3699	MONDO:0011662	['CIMETIDINE']	['PATHOLOGICAL HYPERSECRETORY CONDITIONS']
MONDO:0011662|CHEBI:4975	pathological gambling	Famotidine	CHEBI:4975	MONDO:0011662	['FAMOTIDINE']	['PATHOLOGICAL HYPERSECRETORY CONDITIONS', 'PATHOLOGICAL HYPERSECRETORY CONDITIONS (E.G.']
MONDO:0011662|CHEBI:50694	pathological gambling	Minocycline	CHEBI:50694	MONDO:0011662	['MINOCYCLINE']	['PATHOLOGICAL HYPERSECRETORY CONDITIONS']
MONDO:0011662|CHEBI:6375	pathological gambling	Lansoprazole	CHEBI:6375	MONDO:0011662	['LANSOPRAZOLE']	['PATHOLOGICAL HYPERSECRETORY CONDITIONS', 'PATHOLOGICAL HYPERSECRETORY CONDITIONS (E.G.']
MONDO:0011662|CHEBI:7915	pathological gambling	Pantoprazole	CHEBI:7915	MONDO:0011662	['PANTOPRAZOLE']	['PATHOLOGICAL HYPERSECRETORY CONDITIONS', 'PATHOLOGICAL HYPERSECRETORY CONDITIONS (E.G.', 'PATHOLOGICAL HYPERSECRETORY CONDITIONS (LONG-TERM TREATMENT)']
MONDO:0011662|CHEBI:8768	pathological gambling	Rabeprazole	CHEBI:8768	MONDO:0011662	['RABEPRAZOLE']	['PATHOLOGICAL HYPERSECRETORY CONDITIONS']
MONDO:0011662|CHEBI:8776	pathological gambling	ranitidine	CHEBI:8776	MONDO:0011662	['RANITIDINE']	['PATHOLOGICAL HYPERSECRETORY CONDITIONS']
MONDO:0011705|CHEBI:9168	lymphangioleiomyomatosis	Sirolimus	CHEBI:9168	MONDO:0011705	['SIROLIMUS']	['LYMPHANGIOLEIOMYOMATOSIS', 'SPORADIC LYMPHANGIOLEIOMYOMATOSIS']
MONDO:0011717|PUBCHEM.COMPOUND:6917964	hyperinsulinism-hyperammonemia syndrome	OCTREOTIDE ACETATE	PUBCHEM.COMPOUND:6917964	MONDO:0011717	['OCTREOTIDE ACETATE']	['HYPOGLYCEMIA ASSOCIATED WITH CONGENITAL HYPERINSULINISM']
MONDO:0011719|CHEBI:31617	gastrointestinal stromal tumor	fludeoxyglucose (18F)	CHEBI:31617	MONDO:0011719	['FLUDEOXYGLUCOSE (18F)']	['GASTROINTESTINAL STROMAL TUMOR']
MONDO:0011719|CHEBI:31690	gastrointestinal stromal tumor	IMATINIB MESYLATE	CHEBI:31690	MONDO:0011719	['IMATINIB']	['KIT (CD117) POSITIVE UNRESECTABLE AND/OR METASTATIC MALIGNANT GASTROINTESTINAL STROMAL TUMORS (GIST)', 'MALIGNANT GASTROINTESTINAL STROMAL TUMORS (GIST)', 'MALIGNANT GASTROINTESTINAL STROMAL TUMORS (GIST) (KIT (CD117) POSITIVE', 'MALIGNANT GASTROINTESTINAL STROMAL TUMORS (GIST) (KIT (CD117) POSITIVE)', 'MALIGNANT GASTROINTESTINAL STROMAL TUMOURS (GIST)']
MONDO:0011719|CHEBI:38940	gastrointestinal stromal tumor	Sunitinib	CHEBI:38940	MONDO:0011719	['SUNITINIB', 'SUNITINIB MALATE']	['GASTROINTESTINAL STROMAL TUMOR (GIST)', 'GASTROINTESTINAL STROMAL TUMOUR (GIST)', 'IMATINIB-RESISTANT GASTROINTESTINAL STROMAL TUMORS']
MONDO:0011719|CHEBI:59936	gastrointestinal stromal tumor	ciprofloxacin hydrochloride hydrate	CHEBI:59936	MONDO:0011719	['CIPROFLOXACIN']	['GASTROINTESTINAL) AFTER POTENTIAL EXPOSURE']
MONDO:0011719|CHEBI:6446	gastrointestinal stromal tumor	levothyroxine sodium anhydrous	CHEBI:6446	MONDO:0011719	['REGORAFENIB ANHYDROUS']	['GASTROINTESTINAL STROMAL TUMOR']
MONDO:0011719|CHEBI:68478	gastrointestinal stromal tumor	Everolimus	CHEBI:68478	MONDO:0011719	['EVEROLIMUS']	['GASTROINTESTINAL STROMAL TUMOR']
MONDO:0011719|CHEBI:68646	gastrointestinal stromal tumor	regorafenib hydrate	CHEBI:68646	MONDO:0011719	['REGORAFENIB HYDRATE']	['GASTROINTESTINAL STROMAL TUMOR (GIST)']
MONDO:0011719|CHEBI:68647	gastrointestinal stromal tumor	Regorafenib	CHEBI:68647	MONDO:0011719	['REGORAFENIB']	['UNRESECTABLE OR METASTATIC GASTROINTESTINAL STROMAL TUMORS (GIST)']
MONDO:0011719|PUBCHEM.COMPOUND:6917964	gastrointestinal stromal tumor	OCTREOTIDE ACETATE	PUBCHEM.COMPOUND:6917964	MONDO:0011719	['OCTREOTIDE ACETATE']	['GASTROINTESTINAL HORMONE-PRODUCING TUMORS', 'GASTROINTESTINAL HORMONE-PRODUCING TUMORS (ALLEVIATION OF VARIOUS SYMPTOMS ASSOCIATED)', 'GASTROINTESTINAL HORMONE-PRODUCING TUMORS (SYMPTOMS)']
MONDO:0011719|UNII:513P80B4YJ	gastrointestinal stromal tumor	Avapritinib	UNII:513P80B4YJ	MONDO:0011719	['AVAPRITINIB']	['GASTROINTESTINAL STROMAL TUMOR (GIST)', 'GASTROINTESTINAL STROMAL TUMOURS (GIST) (HARBOURING THE PLATELET-DERIVED GROWTH FACTOR RECEPTOR ALPHA (PDGFRA) D842V MUTATION)']
MONDO:0011719|UNII:9XW757O13D	gastrointestinal stromal tumor	Ripretinib	UNII:9XW757O13D	MONDO:0011719	['RIPRETINIB']	['ADVANCED GASTROINTESTINAL STROMAL TUMOUR (GIST)', 'GASTROINTESTINAL STROMAL TUMOR (GIST)']
MONDO:0011719|UNII:PLO044MUDZ	gastrointestinal stromal tumor	TAS-116	UNII:PLO044MUDZ	MONDO:0011719	['PIMITESPIB']	['GASTROINTESTINAL STROMAL TUMOR (GIST)']
MONDO:0011728|DRUGBANK:DB00083	benign essential blepharospasm	Botulinum toxin type A	DRUGBANK:DB00083	MONDO:0011728	['BOTULINUM TOXIN TYPE A']	['BLEPHAROSPASM']
MONDO:0011751|CHEBI:3001	COPD, severe early onset	beclometasone	CHEBI:3001	MONDO:0011751	['BECLOMETASONE, FORMOTEROL, GLYCOPYRRONIUM BROMIDE']	['COPD']
MONDO:0011751|CHEBI:3207	COPD, severe early onset	Budesonide	CHEBI:3207	MONDO:0011751	['BUDESONIDE, FORMOTEROL FUMARATE DIHYDRATE']	['COPD']
MONDO:0011751|CHEBI:47657	COPD, severe early onset	Roflumilast	CHEBI:47657	MONDO:0011751	['ROFLUMILAST']	['COPD']
MONDO:0011751|CHEBI:5134	COPD, severe early onset	Fluticasone	CHEBI:5134	MONDO:0011751	['SALMETEROL, FLUTICASONE']	['COPD']
MONDO:0011751|CHEBI:9012	COPD, severe early onset	SALMETEROL XINAFOATE	CHEBI:9012	MONDO:0011751	['SALMETEROL XINAFOATE, FLUTICASONE PROPIONATE']	['COPD']
MONDO:0011751|RXCUI:1424887	COPD, severe early onset	fluticasone / vilanterol Dry Powder Inhaler	RXCUI:1424887	MONDO:0011751	['FLUTICASONE FUROATE, VILANTEROL']	['COPD']
MONDO:0011751|RXCUI:2386036	COPD, severe early onset	budesonide / formoterol / glycopyrronium Metered Dose Inhaler	RXCUI:2386036	MONDO:0011751	['BUDESONIDE, FORMOTEROL']	['COPD']
MONDO:0011758|UNII:WP58SVM6R4	Hurler syndrome	Laronidase	UNII:WP58SVM6R4	MONDO:0011758	['LARONIDASE']	['HURLER SYNDROME (MPS I)']
MONDO:0011759|UNII:WP58SVM6R4	Hurler-Scheie syndrome	Laronidase	UNII:WP58SVM6R4	MONDO:0011759	['LARONIDASE']	['HURLER-SCHEIE SYNDROME (MPS I)']
MONDO:0011760|UNII:WP58SVM6R4	Scheie syndrome	Laronidase	UNII:WP58SVM6R4	MONDO:0011760	['LARONIDASE']	['SCHEIE SYNDROME (MPS I)']
MONDO:0011776|UNII:37CQ2C7X93	CINCA syndrome	Canakinumab	UNII:37CQ2C7X93	MONDO:0011776	['CANAKINUMAB']	['ARTICULAR SYNDROME (CINCA)', 'NEONATAL-ONSET MULTISYSTEM INFLAMMATORY DISEASE (NOMID) / CHRONIC INFANTILE NEUROLOGICAL']
MONDO:0011776|UNII:9013DUQ28K	CINCA syndrome	Anakinra	UNII:9013DUQ28K	MONDO:0011776	['ANAKINRA']	['ARTICULAR SYNDROME (CINCA)', 'NEONATAL-ONSET MULTISYSTEM INFLAMMATORY DISEASE (NOMID)', 'NEONATAL-ONSET MULTISYSTEM INFLAMMATORY DISEASE (NOMID) / CHRONIC INFANTILE NEUROLOGICAL']
MONDO:0011786|CHEBI:135954	allergic rhinitis	Bilastine	CHEBI:135954	MONDO:0011786	['BILASTINE']	['ALLERGIC RHINITIS']
MONDO:0011786|CHEBI:180554	allergic rhinitis	[2-[(8S,9R,10S,11S,13S,14S,16R,17R)-17-(cyclopropanecarbonyloxy)-9-luoro-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] cyclohexanecarboxylate	CHEBI:180554	MONDO:0011786	['DEXAMETHASONE CIPECILATE']	['ALLERGIC RHINITIS']
MONDO:0011786|CHEBI:291342	allergic rhinitis	Desloratadine	CHEBI:291342	MONDO:0011786	['DESLORATADINE']	['ALLERGIC RHINITIS']
MONDO:0011786|CHEBI:3077	allergic rhinitis	Betamethasone	CHEBI:3077	MONDO:0011786	['BETAMETHASONE']	['ALLERGIC STATES', 'CERTAIN ALLERGIC AND IMMUNOLOGIC CONDITIONS (E.G.']
MONDO:0011786|CHEBI:31281	allergic rhinitis	BEPOTASTINE BESYLATE	CHEBI:31281	MONDO:0011786	['BEPOTASTINE BESILATE']	['ALLERGIC RHINITIS']
MONDO:0011786|CHEBI:31933	allergic rhinitis	OLOPATADINE HYDROCHLORIDE	CHEBI:31933	MONDO:0011786	['OLOPATADINE HYDROCHLORIDE']	['ALLERGIC RHINITIS']
MONDO:0011786|CHEBI:3561	allergic rhinitis	Cetirizine	CHEBI:3561	MONDO:0011786	['CETIRIZINE']	['ALLERGIC RHINITIS']
MONDO:0011786|CHEBI:3738	allergic rhinitis	Clemastine	CHEBI:3738	MONDO:0011786	['CLEMASTINE']	['ALLERGIC RHINITIS']
MONDO:0011786|CHEBI:3892	allergic rhinitis	Corticotropin	CHEBI:3892	MONDO:0011786	['CORTICOTROPIN']	['ALLERGIC STATES (1.6)']
MONDO:0011786|CHEBI:4470	allergic rhinitis	Dextromethorphan	CHEBI:4470	MONDO:0011786	['DEXTROMETHORPHAN, BROMPHENIRAMINE, PSEUDOEPHEDRINE']	['ALLERGIC RHINITIS']
MONDO:0011786|CHEBI:4636	allergic rhinitis	Diphenhydramine	CHEBI:4636	MONDO:0011786	['DIPHENHYDRAMINE']	['ALLERGIC RHINITIS']
MONDO:0011786|CHEBI:4779	allergic rhinitis	Emedastine	CHEBI:4779	MONDO:0011786	['EMEDASTINE FUMARATE']	['ALLERGIC RHINITIS']
MONDO:0011786|CHEBI:5050	allergic rhinitis	Fexofenadine	CHEBI:5050	MONDO:0011786	['FEXOFENADINE HYDROCHLORIDE']	['ALLERGIC RHINITIS']
MONDO:0011786|CHEBI:51037	allergic rhinitis	EPINASTINE HYDROCHLORIDE	CHEBI:51037	MONDO:0011786	['EPINASTINE HYDROCHLORIDE']	['ALLERGIC RHINITIS']
MONDO:0011786|CHEBI:5134	allergic rhinitis	Fluticasone	CHEBI:5134	MONDO:0011786	['FLUTICASONE']	['NONALLERGIC RHINITIS']
MONDO:0011786|CHEBI:5781	allergic rhinitis	HYDROCORTISONE SODIUM PHOSPHATE	CHEBI:5781	MONDO:0011786	['HYDROCORTISONE']	['ALLERGIC', 'ALLERGIC RHINITIS', 'ALLERGIC STATES', 'ALLERGIC STATES (E.G.', 'ALLERGIC STATES (SEASONAL OR PERENNIAL ALLERGIC RHINITIS)', 'CERTAIN INFLAMMATORY AND ALLERGIC CONDITIONS', 'INFLAMMATORY AND ALLERGIC CONDITIONS (E.G.', 'SEVERE ALLERGIC STATES']
MONDO:0011786|CHEBI:5818	allergic rhinitis	Hydroxyzine	CHEBI:5818	MONDO:0011786	['HYDROXYZINE']	['ALLERGIC CONDITIONS WITH STRONG EMOTIONAL OVERLAY', 'ALLERGIC CONDITIONS WITH STRONG EMOTIONAL OVERLAY (E.G.']
MONDO:0011786|CHEBI:6888	allergic rhinitis	Methylprednisolone	CHEBI:6888	MONDO:0011786	['METHYLPREDNISOLONE']	['ALLERGIC AND INFLAMMATORY DERMATOSES', 'ALLERGIC DERMATOSES (E.G.', 'ALLERGIC STATES', 'ALLERGIC STATES (E.G.', 'ALLERGIC STATES UNRESPONSIVE TO ORAL CORTICOSTEROID THERAPY']
MONDO:0011786|CHEBI:6970	allergic rhinitis	Mometasone	CHEBI:6970	MONDO:0011786	['MOMETASONE', 'MOMETASONE FUROATE HYDRATE']	['ALLERGIC RHINITIS', 'NASAL CONGESTION ASSOCIATED WITH SEASONAL ALLERGIC RHINITIS', 'NASAL SYMPTOMS OF ALLERGIC RHINITIS']
MONDO:0011786|CHEBI:6993	allergic rhinitis	MONTELUKAST SODIUM	CHEBI:6993	MONDO:0011786	['MONTELUKAST', 'MONTELUKAST SODIUM', 'MONTELUKAST, MONTELUKAST ']	['ALLERGIC RHINITIS', 'ALLERGIC RHINITIS (AR)', 'PERENNIAL ALLERGIC RHINITIS (PAR)']
MONDO:0011786|CHEBI:8378	allergic rhinitis	Prednisolone	CHEBI:8378	MONDO:0011786	['PREDNISOLONE', 'PREDNISOLONE, SACCHARIN']	['ALLERGIC CONDITIONS (E.G.', 'ALLERGIC RHINITIS', 'ALLERGIC STATES', 'ALLERGIC STATES (E.G.', 'INFLAMMATORY AND ALLERGIC DERMATOSES', 'VARIOUS INFLAMMATORY AND ALLERGIC CONDITIONS']
MONDO:0011786|CHEBI:8382	allergic rhinitis	Prednisone	CHEBI:8382	MONDO:0011786	['PREDNISONE']	['ALLERGIC CONDITIONS REQUIRING SYSTEMIC CORTICOSTEROID THERAPY', 'ALLERGIC NEPHRITIS', 'ALLERGIC REACTIONS (INCLUDING SEASONAL ALLERGIC RHINITIS', 'ALLERGIC RHINITIS', 'ALLERGIC SKIN CONDITIONS', 'ALLERGIC STATES', 'ALLERGIC STATES (E.G.', 'ALLERGIC STATES (INCLUDING SEASONAL AND PERENNIAL ALLERGIC RHINITIS', 'ALLERGIC STATES (INCLUDING SEASONAL OR PERENNIAL ALLERGIC RHINITIS', 'ALLERGIC STATES (SEASONAL OR PERENNIAL ALLERGIC RHINITIS', 'CERTAIN ALLERGIC AND IMMUNOLOGIC DISEASES', 'CERTAIN ALLERGIC CONDITIONS (EG', 'CERTAIN ALLERGIC STATES (E.G.', 'INFLAMMATORY AND ALLERGIC CONDITIONS', 'INFLAMMATORY AND ALLERGIC CONDITIONS (E.G.', 'INFLAMMATORY AND ALLERGIC EYE CONDITIONS', 'LIFE-THREATENING ALLERGIC CONDITIONS', 'SEASONAL AND PERENNIAL ALLERGIC RHINITIS (INCLUDING VASOMOTOR RHINITIS)', 'SEVERE OR INCAPACITATING ALLERGIC RHINITIS', 'VARIOUS INFLAMMATORY AND ALLERGIC CONDITIONS', 'VARIOUS OTHER INFLAMMATORY AND ALLERGIC CONDITIONS']
MONDO:0011786|CHEBI:91495	allergic rhinitis	ipratropium	CHEBI:91495	MONDO:0011786	['IPRATROPIUM']	['ALLERGIC PERENNIAL RHINITIS', 'RHINORRHEA ASSOCIATED WITH ALLERGIC AND NONALLERGIC PERENNIAL RHINITIS', 'RHINORRHEA ASSOCIATED WITH ALLERGIC PERENNIAL RHINITIS']
MONDO:0011786|CHEBI:9667	allergic rhinitis	Triamcinolone	CHEBI:9667	MONDO:0011786	['BUPIVACAINE, IODINE, CHLORIDE ION, LIDOCAINE, ISOPROPYL ALCOHOL, TRIAMCINOLONE ACETONIDE, SODIUM CATION', 'ISOPROPYL ALCOHOL, IODINE, TRIAMCINOLONE ACETONIDE', 'TRIAMCINOLONE ACETONIDE']	['ALLERGIC STATES']
